#Displacement noise coupling G: Multiply G with the displacement noise spectrum of each mirror in m/sqrt(Hz) to get the strain equivalent DARM noise.
#freq,ETMX,ETMY,ITMX,ITMY,BS,PRM,SRM
2.1544,0.00033188,0.00033479,0.0002661,0.0004,9.2577e-05,3.2091e-07,0.00013068
2.1844,0.00033193,0.00033474,0.0002682,0.0003979,8.9688e-05,3.1007e-07,0.00012658
2.2149,0.00033197,0.0003347,0.00027022,0.00039587,8.6901e-05,2.9962e-07,0.00012262
2.2457,0.00033201,0.00033465,0.00027218,0.00039391,8.4212e-05,2.8953e-07,0.00011881
2.277,0.00033205,0.00033461,0.00027406,0.00039202,8.1617e-05,2.798e-07,0.00011512
2.3087,0.00033209,0.00033457,0.00027588,0.0003902,7.9111e-05,2.704e-07,0.00011157
2.3408,0.00033213,0.00033454,0.00027764,0.00038844,7.6692e-05,2.6132e-07,0.00010813
2.3734,0.00033217,0.0003345,0.00027934,0.00038674,7.4355e-05,2.5255e-07,0.00010482
2.4065,0.0003322,0.00033446,0.00028098,0.0003851,7.2097e-05,2.4408e-07,0.00010161
2.44,0.00033224,0.00033443,0.00028257,0.00038351,6.9915e-05,2.359e-07,9.8518e-05
2.474,0.00033227,0.0003344,0.0002841,0.00038197,6.7807e-05,2.2799e-07,9.5526e-05
2.5084,0.0003323,0.00033436,0.00028558,0.00038049,6.5769e-05,2.2034e-07,9.2633e-05
2.5433,0.00033233,0.00033433,0.00028701,0.00037906,6.3799e-05,2.1296e-07,8.9837e-05
2.5788,0.00033236,0.0003343,0.00028839,0.00037767,6.1893e-05,2.0581e-07,8.7133e-05
2.6147,0.00033239,0.00033427,0.00028973,0.00037633,6.005e-05,1.9891e-07,8.4517e-05
2.6511,0.00033242,0.00033424,0.00029103,0.00037503,5.8267e-05,1.9223e-07,8.1988e-05
2.688,0.00033245,0.00033422,0.00029228,0.00037378,5.6542e-05,1.8577e-07,7.954e-05
2.7254,0.00033248,0.00033419,0.0002935,0.00037256,5.4873e-05,1.7952e-07,7.7171e-05
2.7634,0.0003325,0.00033417,0.00029467,0.00037138,5.3258e-05,1.7347e-07,7.4879e-05
2.8019,0.00033253,0.00033414,0.00029581,0.00037025,5.1694e-05,1.6762e-07,7.266e-05
2.8409,0.00033255,0.00033412,0.00029691,0.00036915,5.0181e-05,1.6196e-07,7.0512e-05
2.8804,0.00033257,0.00033409,0.00029797,0.00036808,4.8715e-05,1.5648e-07,6.8432e-05
2.9206,0.00033259,0.00033407,0.000299,0.00036705,4.7296e-05,1.5118e-07,6.6418e-05
2.9612,0.00033262,0.00033405,0.0003,0.00036605,4.5921e-05,1.4605e-07,6.4467e-05
3.0025,0.00033264,0.00033403,0.00030097,0.00036508,4.459e-05,1.4108e-07,6.2578e-05
3.0443,0.00033266,0.00033401,0.00030191,0.00036414,4.33e-05,1.3627e-07,6.0747e-05
3.0867,0.00033268,0.00033399,0.00030281,0.00036323,4.205e-05,1.3161e-07,5.8974e-05
3.1296,0.0003327,0.00033397,0.00030369,0.00036235,4.084e-05,1.271e-07,5.7256e-05
3.1732,0.00033272,0.00033395,0.00030455,0.00036149,3.9666e-05,1.2274e-07,5.559e-05
3.2174,0.00033273,0.00033393,0.00030537,0.00036067,3.8529e-05,1.1851e-07,5.3977e-05
3.2622,0.00033275,0.00033392,0.00030617,0.00035986,3.7426e-05,1.1441e-07,5.2412e-05
3.3076,0.00033277,0.0003339,0.00030695,0.00035909,3.6358e-05,1.1044e-07,5.0896e-05
3.3537,0.00033278,0.00033388,0.0003077,0.00035833,3.5322e-05,1.066e-07,4.9426e-05
3.4004,0.0003328,0.00033387,0.00030843,0.0003576,3.4317e-05,1.0287e-07,4.8e-05
3.4478,0.00033282,0.00033385,0.00030914,0.00035689,3.3343e-05,9.9263e-08,4.6618e-05
3.4958,0.00033283,0.00033384,0.00030983,0.0003562,3.2399e-05,9.5767e-08,4.5278e-05
3.5445,0.00033284,0.00033382,0.00031049,0.00035554,3.1483e-05,9.238e-08,4.3978e-05
3.5938,0.00033286,0.00033381,0.00031114,0.00035489,3.0594e-05,8.9097e-08,4.2717e-05
3.6439,0.00033287,0.00033379,0.00031176,0.00035426,2.9733e-05,8.5916e-08,4.1494e-05
3.6946,0.00033289,0.00033378,0.00031237,0.00035366,2.8897e-05,8.2833e-08,4.0308e-05
3.7461,0.0003329,0.00033377,0.00031296,0.00035307,2.8085e-05,7.9845e-08,3.9157e-05
3.7982,0.00033291,0.00033376,0.00031353,0.00035249,2.7299e-05,7.6948e-08,3.804e-05
3.8511,0.00033292,0.00033374,0.00031409,0.00035194,2.6535e-05,7.4141e-08,3.6957e-05
3.9047,0.00033293,0.00033373,0.00031462,0.0003514,2.5794e-05,7.1419e-08,3.5905e-05
