0.0078125	5.027981189627833e-6
0.015625	1.7984000891849048e-6
0.023438	7.308030250879188e-7
0.03125	5.881631480792093e-7
0.039062	6.441914528929769e-7
0.046875	6.99984431678476e-7
0.054688	5.142648725916911e-7
0.0625	4.7096806578324566e-7
0.070312	3.895575053934761e-7
0.078125	2.8716281552562013e-7
0.085938	2.0998155950016607e-7
0.09375	1.6500441343942653e-7
0.10156	1.5460883586788204e-7
0.10938	1.5541982954189606e-7
0.11719	1.564768127791591e-7
0.125	1.5969987707335227e-7
0.13281	1.8209361678424356e-7
0.14062	2.064979730934636e-7
0.14844	2.2477406556688762e-7
0.15625	2.873505603612779e-7
0.16406	3.7530818192965144e-7
0.17188	4.811983931892759e-7
0.17969	5.710431354913147e-7
0.1875	6.445088000521075e-7
0.19531	6.733333151685598e-7
0.20312	6.553782921495598e-7
0.21094	6.076864388039686e-7
0.21875	5.580579971829997e-7
0.22656	5.079298960637701e-7
0.23438	4.5147267159601606e-7
0.24219	4.0733304536852997e-7
0.25	3.677386722177936e-7
0.25781	3.2277751206322567e-7
0.26562	2.9377188216579083e-7
0.27344	2.674850854805297e-7
0.28125	2.4698668168035364e-7
0.28906	2.3078813013143223e-7
0.29688	2.1452412542460377e-7
0.30469	1.9961541943871888e-7
0.3125	1.8423078245828763e-7
0.32031	1.701823965473278e-7
0.32812	1.5804773527654226e-7
0.33594	1.4683636960821505e-7
0.34375	1.3543081004686548e-7
0.35156	1.24883144721312e-7
0.35938	1.1792791971529826e-7
0.36719	1.0946257737019873e-7
0.375	1.0159201221000257e-7
0.38281	9.362438266218429e-8
0.39062	8.585403913988883e-8
0.39844	7.952733332193532e-8
0.40625	7.362431404704021e-8
0.41406	6.834238820816393e-8
0.42188	6.33934178227454e-8
0.42969	5.896077965908298e-8
0.4375	5.5888275018778286e-8
0.44531	5.209712006480865e-8
0.45312	4.749711207482965e-8
0.46094	4.421462829446311e-8
0.46875	4.1123171158337763e-8
0.47656	3.834382690217472e-8
0.48438	3.572032622927168e-8
0.49219	3.3245187760070464e-8
0.5	3.117401071657989e-8
0.50781	2.9731141053101573e-8
0.51562	2.7316138413594984e-8
0.52344	2.563180789305348e-8
0.53125	2.4035012404366756e-8
0.53906	2.25899321462614e-8
0.54688	2.1216146557424084e-8
0.55469	1.9911099873238797e-8
0.5625	1.8729055166174063e-8
0.57031	1.760401546579207e-8
0.57812	1.6661445345433872e-8
0.58594	1.5745595513963013e-8
0.59375	1.4872296096600246e-8
0.60156	1.4077499463956167e-8
0.60938	1.3317690666554776e-8
0.61719	1.2545055787282264e-8
0.625	1.1806700463557825e-8
0.63281	1.1177145663783037e-8
0.64062	1.038414769873313e-8
0.64844	9.970763031028494e-9
0.65625	9.443536510254705e-9
0.66406	8.910282681182716e-9
0.67188	8.398846000450018e-9
0.67969	7.934267551076091e-9
0.6875	7.488423190607996e-9
0.69531	7.039177482421684e-9
0.70312	6.650716345885196e-9
0.71094	6.150166162272423e-9
0.71875	5.920770166226664e-9
0.72656	5.5647068553777945e-9
0.73438	5.254709452990356e-9
0.74219	4.943692064007894e-9
0.75	4.644375400721832e-9
0.75781	4.372814063812844e-9
0.76562	4.1112965092061345e-9
0.77344	3.807598866307721e-9
0.78125	3.5867421300801072e-9
0.78906	3.3738520517607273e-9
0.79688	3.254497194823006e-9
0.80469	3.0717923755218415e-9
0.8125	2.895459597725893e-9
0.82031	2.7419509987525863e-9
0.82812	2.593708812665754e-9
0.83594	2.4401461213151615e-9
0.84375	2.3133379879624814e-9
0.85156	2.203195638712049e-9
0.85938	2.0966199107993195e-9
0.86719	2.039954516417958e-9
0.875	1.952235942413959e-9
0.88281	1.8672772324559204e-9
0.89062	1.789224634666395e-9
0.89844	1.699430188477389e-9
0.90625	1.6280140987534464e-9
0.91406	1.5664113355984873e-9
0.92188	1.506620687239389e-9
0.92969	1.45538565774524e-9
0.9375	1.4238194164410768e-9
0.94531	1.3761099143619247e-9
0.95312	1.3354644710936857e-9
0.96094	1.2913453315740376e-9
0.96875	1.2584518789618398e-9
0.97656	1.2264108959868102e-9
0.98438	1.1919344979963097e-9
0.99219	1.15842183107881e-9
1	1.129969708853456e-9
1.0078	1.10769980059934e-9
1.0156	1.0809752101882027e-9
1.0234	1.0549011620425022e-9
1.0312	1.0261164181914481e-9
1.0391	1.0015468205540685e-9
1.0469	9.777596604287778e-10
1.0547	9.545646027434416e-10
1.0625	9.350714302940829e-10
1.0703	9.16063994402224e-10
