0.0078125	1.003212675259692e-6
0.015625	4.6941734480080827e-7
0.023438	1.1146331920984017e-7
0.03125	4.0070986840461094e-8
0.039062	3.6692468586137177e-8
0.046875	4.7689281248059195e-8
0.054688	5.012752356941457e-8
0.0625	5.4910826040761785e-8
0.070312	5.189599884583045e-8
0.078125	4.47828058818224e-8
0.085938	4.7104635651358976e-8
0.09375	5.1634110143899476e-8
0.10156	5.628362276310641e-8
0.10938	7.09692622271435e-8
0.11719	7.174284895201636e-8
0.125	8.121404515311872e-8
0.13281	8.137267142549973e-8
0.14062	8.559665782276285e-8
0.14844	8.53432815294466e-8
0.15625	9.021670439449017e-8
0.16406	9.838413278145769e-8
0.17188	1.0874269846559984e-7
0.17969	1.204071943545855e-7
0.1875	1.2913352552665663e-7
0.19531	1.4173541991413456e-7
0.20312	1.469733944111821e-7
0.21094	1.4827956501475477e-7
0.21875	1.4119700607758646e-7
0.22656	1.380884788479245e-7
0.23438	1.3375045116437607e-7
0.24219	1.2834153031518127e-7
0.25	1.2333714110977766e-7
0.25781	1.1349407148566984e-7
0.26562	1.0574832192617226e-7
0.27344	9.868236216048433e-8
0.28125	9.040842039667962e-8
0.28906	8.391472477100675e-8
0.29688	7.795915545530292e-8
0.30469	7.250059826980124e-8
0.3125	6.748425797834646e-8
0.32031	6.596705320881332e-8
0.32812	6.347704242375543e-8
0.33594	6.114153510497654e-8
0.34375	5.8953624807332135e-8
0.35156	5.783244167646308e-8
0.35938	5.573774963861835e-8
0.36719	5.461637873908366e-8
0.375	5.275555755722749e-8
0.38281	5.062490304191068e-8
0.39062	4.808873447344287e-8
0.39844	4.5266255726616396e-8
0.40625	4.262563007350059e-8
0.41406	3.990463834323728e-8
0.42188	3.7352662831035276e-8
0.42969	3.47513836332331e-8
0.4375	3.2753289258577564e-8
0.44531	3.0371778562494904e-8
0.45312	2.7422285429563915e-8
0.46094	2.517419514359016e-8
0.46875	2.3275343457453238e-8
0.47656	2.167625895384726e-8
0.48438	2.0166512014810114e-8
0.49219	1.89595221522305e-8
0.5	1.767205268693346e-8
0.50781	1.6880456818295944e-8
0.51562	1.576368754844297e-8
0.52344	1.4926007110132448e-8
0.53125	1.413125198033663e-8
0.53906	1.3405740347548482e-8
0.54688	1.2803473030854073e-8
0.55469	1.2229848524692927e-8
0.5625	1.1759278510003202e-8
0.57031	1.1309574955500532e-8
0.57812	1.0829826769393976e-8
0.58594	1.0442820295491083e-8
0.59375	1.0072479583151686e-8
0.60156	9.676375328560856e-9
0.60938	9.296938788264384e-9
0.61719	8.826092584813428e-9
0.625	8.491549899334204e-9
0.63281	8.170651776690225e-9
0.64062	7.713755863106147e-9
0.64844	7.465413387093599e-9
0.65625	7.202600823355339e-9
0.66406	6.880041127825774e-9
0.67188	6.570393824368703e-9
0.67969	6.2856360936059284e-9
0.6875	5.9921766173726805e-9
0.69531	5.692673922105486e-9
0.70312	5.404685214510566e-9
0.71094	5.05697620265078e-9
0.71875	4.870737416603254e-9
0.72656	4.640337227892178e-9
0.73438	4.41845276883225e-9
