#Displacement noise coupling G: Multiply G with the displacement noise spectrum of each mirror in m/sqrt(Hz) to get the strain equivalent DARM noise.
#freq,ETMX,ETMY,ITMX,ITMY,BS,PRM,SRM
1.7031,0.00033178,0.00033489,0.00026138,0.00040476,0.00010141,1.3065e-06,0.00014158
1.7268,0.00033183,0.00033484,0.00026378,0.00040236,9.7893e-05,1.1692e-06,0.00013675
1.7508,0.00033188,0.00033479,0.00026609,0.00040005,9.4525e-05,1.0435e-06,0.00013211
1.7752,0.00033193,0.00033474,0.0002683,0.00039783,9.1297e-05,9.2833e-07,0.00012765
1.7999,0.00033197,0.00033469,0.00027043,0.0003957,8.8202e-05,8.2285e-07,0.00012338
1.825,0.00033202,0.00033465,0.00027248,0.00039365,8.5232e-05,7.2626e-07,0.00011927
1.8504,0.00033206,0.00033461,0.00027445,0.00039167,8.2381e-05,6.3781e-07,0.00011532
1.8762,0.0003321,0.00033456,0.00027635,0.00038977,7.9644e-05,5.5683e-07,0.00011153
1.9023,0.00033214,0.00033452,0.00027817,0.00038795,7.7014e-05,4.8271e-07,0.00010788
1.9288,0.00033218,0.00033449,0.00027993,0.00038618,7.4486e-05,4.1489e-07,0.00010437
1.9557,0.00033222,0.00033445,0.00028162,0.00038449,7.2056e-05,3.5285e-07,0.00010099
1.9829,0.00033225,0.00033441,0.00028325,0.00038285,6.9718e-05,2.9614e-07,9.7741e-05
2.0105,0.00033229,0.00033438,0.00028483,0.00038128,6.7469e-05,2.4432e-07,9.4609e-05
2.0385,0.00033232,0.00033435,0.00028634,0.00037976,6.5304e-05,1.9701e-07,9.1592e-05
2.0669,0.00033235,0.00033432,0.00028781,0.00037829,6.3219e-05,1.5385e-07,8.8684e-05
2.0957,0.00033238,0.00033428,0.00028922,0.00037688,6.1212e-05,1.1453e-07,8.5882e-05
2.1248,0.00033241,0.00033426,0.00029058,0.00037552,5.9277e-05,7.8759e-08,8.3179e-05
2.1544,0.00033244,0.00033423,0.00029189,0.0003742,5.7413e-05,4.6348e-08,8.0573e-05
2.1844,0.00033247,0.0003342,0.00029316,0.00037293,5.5616e-05,1.7645e-08,7.8058e-05
2.2149,0.00033249,0.00033417,0.00029439,0.0003717,5.3883e-05,1.2954e-08,7.5631e-05
2.2457,0.00033252,0.00033415,0.00029557,0.00037051,5.2211e-05,3.5912e-08,7.3289e-05
2.277,0.00033254,0.00033412,0.00029671,0.00036937,5.0598e-05,5.7705e-08,7.1028e-05
2.3087,0.00033257,0.0003341,0.00029782,0.00036826,4.9041e-05,7.7515e-08,6.8844e-05
2.3408,0.00033259,0.00033407,0.00029889,0.00036719,4.7539e-05,9.5401e-08,6.6735e-05
2.3734,0.00033261,0.00033405,0.00029992,0.00036616,4.6088e-05,1.1149e-07,6.4697e-05
2.4065,0.00033264,0.00033403,0.00030092,0.00036516,4.4687e-05,1.2591e-07,6.2728e-05
2.44,0.00033266,0.00033401,0.00030188,0.00036419,4.3333e-05,1.388e-07,6.0824e-05
2.474,0.00033268,0.00033399,0.00030281,0.00036325,4.2026e-05,1.5027e-07,5.8984e-05
2.5084,0.0003327,0.00033397,0.00030372,0.00036235,4.0762e-05,1.6044e-07,5.7205e-05
2.5433,0.00033272,0.00033395,0.00030459,0.00036147,3.954e-05,1.694e-07,5.5485e-05
2.5788,0.00033273,0.00033393,0.00030544,0.00036063,3.836e-05,1.7725e-07,5.3821e-05
2.6147,0.00033275,0.00033391,0.00030626,0.00035981,3.7218e-05,1.8409e-07,5.2211e-05
2.6511,0.00033277,0.0003339,0.00030705,0.00035901,3.6114e-05,1.8999e-07,5.0654e-05
2.688,0.00033279,0.00033388,0.00030781,0.00035824,3.5045e-05,1.9502e-07,4.9147e-05
2.7254,0.0003328,0.00033386,0.00030856,0.0003575,3.4012e-05,1.9927e-07,4.7688e-05
2.7634,0.00033282,0.00033385,0.00030928,0.00035678,3.3012e-05,2.0279e-07,4.6276e-05
2.8019,0.00033283,0.00033383,0.00030997,0.00035608,3.2045e-05,2.0564e-07,4.4909e-05
2.8409,0.00033285,0.00033382,0.00031065,0.0003554,3.1108e-05,2.0789e-07,4.3585e-05
2.8804,0.00033286,0.0003338,0.0003113,0.00035475,3.0202e-05,2.0957e-07,4.2303e-05
2.9206,0.00033288,0.00033379,0.00031193,0.00035411,2.9324e-05,2.1075e-07,4.1061e-05
2.9612,0.00033289,0.00033378,0.00031255,0.0003535,2.8474e-05,2.1145e-07,3.9859e-05
3.0025,0.0003329,0.00033376,0.00031314,0.0003529,2.7651e-05,2.1173e-07,3.8694e-05
3.0443,0.00033291,0.00033375,0.00031372,0.00035233,2.6854e-05,2.1162e-07,3.7565e-05
3.0867,0.00033293,0.00033374,0.00031428,0.00035177,2.6082e-05,2.1116e-07,3.6471e-05
3.1296,0.00033294,0.00033373,0.00031482,0.00035122,2.5334e-05,2.1037e-07,3.5411e-05
3.1732,0.00033295,0.00033372,0.00031534,0.0003507,2.4609e-05,2.0929e-07,3.4384e-05
3.2174,0.00033296,0.00033371,0.00031585,0.00035019,2.3906e-05,2.0795e-07,3.3388e-05
3.2622,0.00033297,0.0003337,0.00031635,0.00034969,2.3226e-05,2.0637e-07,3.2423e-05
3.3076,0.00033298,0.00033368,0.00031682,0.00034921,2.2566e-05,2.0457e-07,3.1487e-05
3.3537,0.00033299,0.00033367,0.00031729,0.00034875,2.1927e-05,2.0258e-07,3.0579e-05
3.4004,0.000333,0.00033367,0.00031774,0.00034829,2.1307e-05,2.0042e-07,2.9699e-05
3.4478,0.00033301,0.00033366,0.00031818,0.00034786,2.0705e-05,1.981e-07,2.8846e-05
3.4958,0.00033302,0.00033365,0.0003186,0.00034743,2.0123e-05,1.9564e-07,2.8018e-05
3.5445,0.00033303,0.00033364,0.00031901,0.00034702,1.9558e-05,1.9306e-07,2.7215e-05
