#f, DARM, CARM, MICH, PRC, SRC
0.84125,-1.0346e-15+5.1213e-18i,-0.00047388-0.00021553i,1.3785e-16+2.7088e-21i,4.498e-16+6.0094e-19i,6.0122e-15+5.1539e-17i
0.85296,-8.6372e-16+4.4515e-18i,-0.00039193-0.00015539i,1.3801e-16+2.6815e-21i,4.1611e-16+5.8514e-19i,4.8182e-15+3.7569e-17i
0.86484,-7.3526e-16+3.9002e-18i,-0.0003244-0.00012272i,1.3815e-16+2.659e-21i,3.908e-16+5.7384e-19i,4.1106e-15+3.0279e-17i
0.87689,-6.3636e-16+3.4539e-18i,-0.00027081-0.00010295i,1.3827e-16+2.6412e-21i,3.7108e-16+5.6602e-19i,3.6426e-15+2.5879e-17i
0.8891,-5.5835e-16+3.0907e-18i,-0.0002283-8.9535e-05i,1.3837e-16+2.6276e-21i,3.553e-16+5.6092e-19i,3.3103e-15+2.2972e-17i
0.90148,-4.955e-16+2.7919e-18i,-0.00019429-7.9471e-05i,1.3846e-16+2.6179e-21i,3.4237e-16+5.5801e-19i,3.0623e-15+2.0928e-17i
0.91403,-4.4389e-16+2.5429e-18i,-0.0001668-7.1359e-05i,1.3854e-16+2.6116e-21i,3.316e-16+5.5686e-19i,2.8701e-15+1.9427e-17i
0.92676,-4.0083e-16+2.3328e-18i,-0.00014433-6.4508e-05i,1.3861e-16+2.6085e-21i,3.2249e-16+5.572e-19i,2.7169e-15+1.8288e-17i
0.93966,-3.6441e-16+2.1534e-18i,-0.00012579-5.8556e-05i,1.3868e-16+2.6081e-21i,3.1469e-16+5.5878e-19i,2.592e-15+1.7403e-17i
0.95275,-3.3322e-16+1.9988e-18i,-0.00011035-5.3299e-05i,1.3873e-16+2.6103e-21i,3.0793e-16+5.6144e-19i,2.4881e-15+1.6702e-17i
0.96602,-3.0624e-16+1.8641e-18i,-9.7385e-05-4.8612e-05i,1.3879e-16+2.6148e-21i,3.0202e-16+5.6505e-19i,2.4006e-15+1.6138e-17i
0.97947,-2.8269e-16+1.7458e-18i,-8.641e-05-4.4407e-05i,1.3883e-16+2.6215e-21i,2.9682e-16+5.695e-19i,2.3257e-15+1.568e-17i
0.99311,-2.6196e-16+1.6412e-18i,-7.7053e-05-4.0622e-05i,1.3888e-16+2.6301e-21i,2.922e-16+5.7472e-19i,2.261e-15+1.5305e-17i
1.0069,-2.4359e-16+1.548e-18i,-6.9019e-05-3.7206e-05i,1.3892e-16+2.6404e-21i,2.8807e-16+5.8063e-19i,2.2046e-15+1.4996e-17i
1.021,-2.2719e-16+1.4645e-18i,-6.208e-05-3.4118e-05i,1.3896e-16+2.6525e-21i,2.8436e-16+5.8718e-19i,2.1549e-15+1.4741e-17i
1.0352,-2.1249e-16+1.3891e-18i,-5.6049e-05-3.132e-05i,1.3899e-16+2.6661e-21i,2.8102e-16+5.9435e-19i,2.1109e-15+1.4531e-17i
1.0496,-1.9923e-16+1.3209e-18i,-5.0779e-05-2.8781e-05i,1.3902e-16+2.6811e-21i,2.7799e-16+6.0209e-19i,2.0717e-15+1.4357e-17i
1.0642,-1.8721e-16+1.2588e-18i,-4.6151e-05-2.6476e-05i,1.3905e-16+2.6975e-21i,2.7522e-16+6.1039e-19i,2.0364e-15+1.4214e-17i
1.079,-1.7628e-16+1.202e-18i,-4.2067e-05-2.4378e-05i,1.3908e-16+2.7152e-21i,2.727e-16+6.1923e-19i,2.0047e-15+1.4098e-17i
1.0941,-1.6629e-16+1.1499e-18i,-3.8448e-05-2.2468e-05i,1.3911e-16+2.7342e-21i,2.7038e-16+6.2858e-19i,1.9759e-15+1.4004e-17i
1.1093,-1.5714e-16+1.1019e-18i,-3.5226e-05-2.0725e-05i,1.3913e-16+2.7543e-21i,2.6825e-16+6.3845e-19i,1.9497e-15+1.3929e-17i
1.1247,-1.4872e-16+1.0575e-18i,-3.2347e-05-1.9134e-05i,1.3915e-16+2.7755e-21i,2.6628e-16+6.4883e-19i,1.9258e-15+1.3872e-17i
1.1404,-1.4096e-16+1.0164e-18i,-2.9766e-05-1.7679e-05i,1.3918e-16+2.7979e-21i,2.6447e-16+6.5971e-19i,1.9039e-15+1.383e-17i
1.1563,-1.3378e-16+9.782e-19i,-2.7444e-05-1.6347e-05i,1.392e-16+2.8212e-21i,2.6278e-16+6.7109e-19i,1.8838e-15+1.3801e-17i
1.1724,-1.2713e-16+9.4256e-19i,-2.5348e-05-1.5127e-05i,1.3922e-16+2.8456e-21i,2.6121e-16+6.8298e-19i,1.8652e-15+1.3783e-17i
1.1887,-1.2094e-16+9.0926e-19i,-2.3451e-05-1.4007e-05i,1.3923e-16+2.8709e-21i,2.5975e-16+6.9538e-19i,1.848e-15+1.3775e-17i
1.2053,-1.1518e-16+8.7807e-19i,-2.1729e-05-1.2978e-05i,1.3925e-16+2.8971e-21i,2.5839e-16+7.0829e-19i,1.8321e-15+1.3777e-17i
1.222,-1.098e-16+8.4879e-19i,-2.0162e-05-1.2032e-05i,1.3927e-16+2.9243e-21i,2.5711e-16+7.2173e-19i,1.8173e-15+1.3787e-17i
1.2391,-1.0477e-16+8.2124e-19i,-1.8733e-05-1.1162e-05i,1.3928e-16+2.9524e-21i,2.5592e-16+7.357e-19i,1.8036e-15+1.3804e-17i
1.2563,-1.0005e-16+7.9528e-19i,-1.7426e-05-1.036e-05i,1.393e-16+2.9814e-21i,2.548e-16+7.5021e-19i,1.7907e-15+1.3828e-17i
1.2738,-9.563e-17+7.7077e-19i,-1.6229e-05-9.6201e-06i,1.3931e-16+3.0112e-21i,2.5375e-16+7.6528e-19i,1.7787e-15+1.3858e-17i
1.2915,-9.1473e-17+7.4759e-19i,-1.513e-05-8.9378e-06i,1.3932e-16+3.0419e-21i,2.5276e-16+7.8091e-19i,1.7675e-15+1.3893e-17i
1.3095,-8.7559e-17+7.2563e-19i,-1.4119e-05-8.3075e-06i,1.3933e-16+3.0734e-21i,2.5183e-16+7.9712e-19i,1.757e-15+1.3932e-17i
1.3278,-8.3871e-17+7.0479e-19i,-1.3188e-05-7.725e-06i,1.3935e-16+3.1057e-21i,2.5095e-16+8.1394e-19i,1.7472e-15+1.3977e-17i
1.3463,-8.0389e-17+6.8499e-19i,-1.2329e-05-7.1862e-06i,1.3936e-16+3.1389e-21i,2.5013e-16+8.3136e-19i,1.7379e-15+1.4024e-17i
1.365,-7.7098e-17+6.6615e-19i,-1.1535e-05-6.6876e-06i,1.3937e-16+3.1729e-21i,2.4934e-16+8.4943e-19i,1.7292e-15+1.4076e-17i
1.384,-7.3985e-17+6.4819e-19i,-1.0801e-05-6.2257e-06i,1.3938e-16+3.2076e-21i,2.4861e-16+8.6814e-19i,1.721e-15+1.413e-17i
1.4033,-7.1035e-17+6.3107e-19i,-1.012e-05-5.7976e-06i,1.3939e-16+3.2432e-21i,2.4791e-16+8.8753e-19i,1.7133e-15+1.4188e-17i
1.4228,-6.8239e-17+6.1471e-19i,-9.488e-06-5.4007e-06i,1.394e-16+3.2795e-21i,2.4725e-16+9.0762e-19i,1.706e-15+1.4248e-17i
1.4426,-6.5585e-17+5.9907e-19i,-8.901e-06-5.0325e-06i,1.394e-16+3.3167e-21i,2.4662e-16+9.2843e-19i,1.6991e-15+1.4309e-17i
1.4627,-6.3063e-17+5.841e-19i,-8.3551e-06-4.6906e-06i,1.3941e-16+3.3546e-21i,2.4603e-16+9.4998e-19i,1.6926e-15+1.4373e-17i
1.4831,-6.0664e-17+5.6976e-19i,-7.8469e-06-4.3732e-06i,1.3942e-16+3.3933e-21i,2.4547e-16+9.7231e-19i,1.6864e-15+1.4438e-17i
1.5038,-5.8382e-17+5.56e-19i,-7.3732e-06-4.0782e-06i,1.3943e-16+3.4328e-21i,2.4493e-16+9.9543e-19i,1.6806e-15+1.4505e-17i
1.5247,-5.6208e-17+5.4279e-19i,-6.9314e-06-3.804e-06i,1.3944e-16+3.4731e-21i,2.4443e-16+1.0194e-18i,1.6752e-15+1.4573e-17i
1.5459,-5.4135e-17+5.301e-19i,-6.5188e-06-3.5491e-06i,1.3944e-16+3.5141e-21i,2.4395e-16+1.0442e-18i,1.67e-15+1.4641e-17i
1.5675,-5.2157e-17+5.1789e-19i,-6.1334e-06-3.3119e-06i,1.3945e-16+3.5559e-21i,2.435e-16+1.0699e-18i,1.6651e-15+1.471e-17i
1.5893,-5.027e-17+5.0614e-19i,-5.7729e-06-3.0912e-06i,1.3946e-16+3.5985e-21i,2.4306e-16+1.0966e-18i,1.6604e-15+1.4779e-17i
1.6114,-4.8466e-17+4.9482e-19i,-5.4355e-06-2.8857e-06i,1.3946e-16+3.6419e-21i,2.4266e-16+1.1242e-18i,1.6561e-15+1.4849e-17i
1.6339,-4.6742e-17+4.8391e-19i,-5.1196e-06-2.6944e-06i,1.3947e-16+3.6861e-21i,2.4227e-16+1.1528e-18i,1.6519e-15+1.4918e-17i
1.6566,-4.5094e-17+4.7338e-19i,-4.8236e-06-2.5162e-06i,1.3947e-16+3.731e-21i,2.419e-16+1.1824e-18i,1.648e-15+1.4987e-17i
1.6797,-4.3515e-17+4.6322e-19i,-4.546e-06-2.3501e-06i,1.3948e-16+3.7768e-21i,2.4156e-16+1.2131e-18i,1.6443e-15+1.5055e-17i
1.7031,-4.2004e-17+4.534e-19i,-4.2855e-06-2.1954e-06i,1.3949e-16+3.8233e-21i,2.4123e-16+1.245e-18i,1.6409e-15+1.5122e-17i
1.7268,-4.0556e-17+4.4391e-19i,-4.041e-06-2.0511e-06i,1.3949e-16+3.8706e-21i,2.4092e-16+1.278e-18i,1.6376e-15+1.5188e-17i
1.7508,-3.9168e-17+4.3473e-19i,-3.8114e-06-1.9166e-06i,1.395e-16+3.9186e-21i,2.4062e-16+1.3123e-18i,1.6345e-15+1.5253e-17i
1.7752,-3.7836e-17+4.2584e-19i,-3.5957e-06-1.7911e-06i,1.395e-16+3.9675e-21i,2.4035e-16+1.3478e-18i,1.6316e-15+1.5316e-17i
1.7999,-3.6558e-17+4.1723e-19i,-3.3929e-06-1.6741e-06i,1.395e-16+4.0172e-21i,2.4009e-16+1.3846e-18i,1.6289e-15+1.5377e-17i
1.825,-3.5332e-17+4.0889e-19i,-3.2021e-06-1.5649e-06i,1.3951e-16+4.0676e-21i,2.3985e-16+1.4229e-18i,1.6264e-15+1.5436e-17i
1.8504,-3.4154e-17+4.0081e-19i,-3.0226e-06-1.4631e-06i,1.3951e-16+4.1188e-21i,2.3962e-16+1.4626e-18i,1.6241e-15+1.5492e-17i
1.8762,-3.3022e-17+3.9296e-19i,-2.8537e-06-1.368e-06i,1.3952e-16+4.1709e-21i,2.3941e-16+1.5038e-18i,1.6219e-15+1.5546e-17i
1.9023,-3.1933e-17+3.8535e-19i,-2.6947e-06-1.2793e-06i,1.3952e-16+4.2237e-21i,2.3921e-16+1.5465e-18i,1.6199e-15+1.5597e-17i
1.9288,-3.0887e-17+3.7796e-19i,-2.5449e-06-1.1964e-06i,1.3953e-16+4.2773e-21i,2.3902e-16+1.5909e-18i,1.618e-15+1.5644e-17i
1.9557,-2.988e-17+3.7078e-19i,-2.4038e-06-1.119e-06i,1.3953e-16+4.3317e-21i,2.3886e-16+1.6371e-18i,1.6164e-15+1.5687e-17i
1.9829,-2.8912e-17+3.638e-19i,-2.2708e-06-1.0468e-06i,1.3953e-16+4.3869e-21i,2.387e-16+1.685e-18i,1.6148e-15+1.5727e-17i
2.0105,-2.7979e-17+3.5701e-19i,-2.1454e-06-9.7935e-07i,1.3954e-16+4.4429e-21i,2.3856e-16+1.7348e-18i,1.6135e-15+1.5762e-17i
2.0385,-2.7081e-17+3.5041e-19i,-2.0272e-06-9.1634e-07i,1.3954e-16+4.4996e-21i,2.3843e-16+1.7865e-18i,1.6123e-15+1.5792e-17i
2.0669,-2.6216e-17+3.4399e-19i,-1.9156e-06-8.5749e-07i,1.3954e-16+4.5572e-21i,2.3832e-16+1.8404e-18i,1.6113e-15+1.5816e-17i
2.0957,-2.5383e-17+3.3774e-19i,-1.8104e-06-8.025e-07i,1.3955e-16+4.6155e-21i,2.3822e-16+1.8963e-18i,1.6104e-15+1.5835e-17i
2.1248,-2.4579e-17+3.3165e-19i,-1.7112e-06-7.5114e-07i,1.3955e-16+4.6746e-21i,2.3814e-16+1.9545e-18i,1.6097e-15+1.5848e-17i
2.1544,-2.3804e-17+3.2572e-19i,-1.6175e-06-7.0314e-07i,1.3955e-16+4.7345e-21i,2.3807e-16+2.0151e-18i,1.6091e-15+1.5854e-17i
2.1844,-2.3057e-17+3.1994e-19i,-1.5291e-06-6.5829e-07i,1.3955e-16+4.7952e-21i,2.3801e-16+2.0782e-18i,1.6087e-15+1.5853e-17i
2.2149,-2.2337e-17+3.143e-19i,-1.4456e-06-6.1638e-07i,1.3956e-16+4.8566e-21i,2.3797e-16+2.1438e-18i,1.6085e-15+1.5844e-17i
2.2457,-2.1641e-17+3.088e-19i,-1.3667e-06-5.7721e-07i,1.3956e-16+4.9187e-21i,2.3794e-16+2.2122e-18i,1.6085e-15+1.5827e-17i
2.277,-2.097e-17+3.0344e-19i,-1.2922e-06-5.4061e-07i,1.3956e-16+4.9816e-21i,2.3793e-16+2.2835e-18i,1.6086e-15+1.58e-17i
2.3087,-2.0322e-17+2.9821e-19i,-1.2219e-06-5.064e-07i,1.3956e-16+5.0452e-21i,2.3794e-16+2.3577e-18i,1.6089e-15+1.5764e-17i
2.3408,-1.9696e-17+2.931e-19i,-1.1554e-06-4.7442e-07i,1.3957e-16+5.1096e-21i,2.3796e-16+2.4351e-18i,1.6094e-15+1.5717e-17i
2.3734,-1.9092e-17+2.8812e-19i,-1.0926e-06-4.4452e-07i,1.3957e-16+5.1746e-21i,2.3799e-16+2.5159e-18i,1.6101e-15+1.5659e-17i
2.4065,-1.8508e-17+2.8325e-19i,-1.0333e-06-4.1658e-07i,1.3957e-16+5.2403e-21i,2.3804e-16+2.6002e-18i,1.611e-15+1.5589e-17i
2.44,-1.7944e-17+2.7849e-19i,-9.7724e-07-3.9046e-07i,1.3957e-16+5.3066e-21i,2.3811e-16+2.6881e-18i,1.612e-15+1.5505e-17i
2.474,-1.7398e-17+2.7384e-19i,-9.2424e-07-3.6604e-07i,1.3957e-16+5.3736e-21i,2.382e-16+2.78e-18i,1.6133e-15+1.5408e-17i
2.5084,-1.6871e-17+2.693e-19i,-8.7414e-07-3.4321e-07i,1.3958e-16+5.4412e-21i,2.383e-16+2.8759e-18i,1.6149e-15+1.5295e-17i
2.5433,-1.6362e-17+2.6485e-19i,-8.2677e-07-3.2186e-07i,1.3958e-16+5.5093e-21i,2.3843e-16+2.9763e-18i,1.6166e-15+1.5165e-17i
2.5788,-1.5869e-17+2.6051e-19i,-7.8199e-07-3.0191e-07i,1.3958e-16+5.578e-21i,2.3857e-16+3.0812e-18i,1.6186e-15+1.5017e-17i
2.6147,-1.5392e-17+2.5626e-19i,-7.3965e-07-2.8325e-07i,1.3958e-16+5.6472e-21i,2.3874e-16+3.1909e-18i,1.6208e-15+1.485e-17i
2.6511,-1.4931e-17+2.521e-19i,-6.9961e-07-2.658e-07i,1.3958e-16+5.7169e-21i,2.3892e-16+3.3058e-18i,1.6234e-15+1.4662e-17i
2.688,-1.4485e-17+2.4803e-19i,-6.6175e-07-2.4948e-07i,1.3959e-16+5.787e-21i,2.3913e-16+3.4262e-18i,1.6262e-15+1.4451e-17i
2.7254,-1.4053e-17+2.4405e-19i,-6.2594e-07-2.3423e-07i,1.3959e-16+5.8575e-21i,2.3937e-16+3.5523e-18i,1.6292e-15+1.4215e-17i
2.7634,-1.3636e-17+2.4016e-19i,-5.9208e-07-2.1997e-07i,1.3959e-16+5.9282e-21i,2.3962e-16+3.6846e-18i,1.6326e-15+1.3952e-17i
2.8019,-1.3231e-17+2.3634e-19i,-5.6004e-07-2.0663e-07i,1.3959e-16+5.9992e-21i,2.3991e-16+3.8234e-18i,1.6364e-15+1.3659e-17i
2.8409,-1.284e-17+2.326e-19i,-5.2974e-07-1.9416e-07i,1.3959e-16+6.0704e-21i,2.4022e-16+3.9691e-18i,1.6405e-15+1.3334e-17i
2.8804,-1.2461e-17+2.2894e-19i,-5.0108e-07-1.825e-07i,1.3959e-16+6.1417e-21i,2.4057e-16+4.1223e-18i,1.6449e-15+1.2974e-17i
2.9206,-1.2094e-17+2.2536e-19i,-4.7397e-07-1.7159e-07i,1.3959e-16+6.2131e-21i,2.4094e-16+4.2833e-18i,1.6498e-15+1.2576e-17i
2.9612,-1.1738e-17+2.2185e-19i,-4.4832e-07-1.6139e-07i,1.396e-16+6.2843e-21i,2.4135e-16+4.4528e-18i,1.655e-15+1.2135e-17i
3.0025,-1.1394e-17+2.184e-19i,-4.2405e-07-1.5186e-07i,1.396e-16+6.3554e-21i,2.418e-16+4.6313e-18i,1.6607e-15+1.1648e-17i
3.0443,-1.106e-17+2.1503e-19i,-4.0109e-07-1.4294e-07i,1.396e-16+6.4263e-21i,2.4228e-16+4.8195e-18i,1.667e-15+1.1109e-17i
3.0867,-1.0737e-17+2.1173e-19i,-3.7936e-07-1.346e-07i,1.396e-16+6.4967e-21i,2.428e-16+5.0181e-18i,1.6737e-15+1.0513e-17i
3.1296,-1.0424e-17+2.0848e-19i,-3.5881e-07-1.2681e-07i,1.396e-16+6.5666e-21i,2.4337e-16+5.2278e-18i,1.6809e-15+9.8549e-18i
3.1732,-1.012e-17+2.0531e-19i,-3.3936e-07-1.1952e-07i,1.396e-16+6.6357e-21i,2.4399e-16+5.4496e-18i,1.6888e-15+9.1267e-18i
3.2174,-9.8264e-18+2.0219e-19i,-3.2095e-07-1.127e-07i,1.396e-16+6.7041e-21i,2.4465e-16+5.6842e-18i,1.6973e-15+8.3207e-18i
3.2622,-9.5413e-18+1.9914e-19i,-3.0353e-07-1.0633e-07i,1.396e-16+6.7714e-21i,2.4537e-16+5.9329e-18i,1.7065e-15+7.428e-18i
3.3076,-9.265e-18+1.9614e-19i,-2.8705e-07-1.0038e-07i,1.3961e-16+6.8375e-21i,2.4614e-16+6.1967e-18i,1.7165e-15+6.4379e-18i
3.3537,-8.9971e-18+1.9321e-19i,-2.7145e-07-9.4808e-08i,1.3961e-16+6.9022e-21i,2.4698e-16+6.4769e-18i,1.7272e-15+5.3387e-18i
3.4004,-8.7373e-18+1.9033e-19i,-2.5668e-07-8.9605e-08i,1.3961e-16+6.9651e-21i,2.4789e-16+6.775e-18i,1.7388e-15+4.1164e-18i
3.4478,-8.4855e-18+1.875e-19i,-2.4271e-07-8.4743e-08i,1.3961e-16+7.0262e-21i,2.4887e-16+7.0925e-18i,1.7514e-15+2.755e-18i
3.4958,-8.2413e-18+1.8473e-19i,-2.2948e-07-8.0201e-08i,1.3961e-16+7.0849e-21i,2.4993e-16+7.4312e-18i,1.765e-15+1.2356e-18i
3.5445,-8.0044e-18+1.8201e-19i,-2.1696e-07-7.5957e-08i,1.3961e-16+7.1412e-21i,2.5107e-16+7.7931e-18i,1.7797e-15-4.6356e-19i
3.5938,-7.7747e-18+1.7934e-19i,-2.0511e-07-7.1995e-08i,1.3961e-16+7.1945e-21i,2.5231e-16+8.1805e-18i,1.7957e-15-2.3683e-18i
3.6439,-7.5519e-18+1.7673e-19i,-1.9389e-07-6.8295e-08i,1.3961e-16+7.2445e-21i,2.5365e-16+8.5959e-18i,1.8129e-15-4.509e-18i
3.6946,-7.3357e-18+1.7417e-19i,-1.8326e-07-6.4842e-08i,1.3961e-16+7.2908e-21i,2.551e-16+9.0423e-18i,1.8317e-15-6.9216e-18i
3.7461,-7.126e-18+1.7165e-19i,-1.732e-07-6.1622e-08i,1.3961e-16+7.3329e-21i,2.5667e-16+9.5228e-18i,1.8521e-15-9.6492e-18i
3.7982,-6.9226e-18+1.6919e-19i,-1.6367e-07-5.8619e-08i,1.3961e-16+7.3702e-21i,2.5838e-16+1.0041e-17i,1.8743e-15-1.2743e-17i
3.8511,-6.7252e-18+1.6677e-19i,-1.5465e-07-5.5822e-08i,1.3961e-16+7.4023e-21i,2.6023e-16+1.0602e-17i,1.8985e-15-1.6265e-17i
3.9047,-6.5337e-18+1.644e-19i,-1.4611e-07-5.3217e-08i,1.3961e-16+7.4284e-21i,2.6225e-16+1.121e-17i,1.9248e-15-2.0291e-17i
3.9591,-6.3478e-18+1.6208e-19i,-1.3801e-07-5.0794e-08i,1.3962e-16+7.4478e-21i,2.6445e-16+1.1871e-17i,1.9537e-15-2.491e-17i
4.0142,-6.1674e-18+1.598e-19i,-1.3034e-07-4.8543e-08i,1.3962e-16+7.4599e-21i,2.6684e-16+1.2592e-17i,1.9852e-15-3.0237e-17i
4.0701,-5.9924e-18+1.5757e-19i,-1.2307e-07-4.6455e-08i,1.3962e-16+7.4636e-21i,2.6946e-16+1.338e-17i,2.0198e-15-3.6409e-17i
4.1268,-5.8225e-18+1.5539e-19i,-1.1617e-07-4.452e-08i,1.3962e-16+7.4583e-21i,2.7233e-16+1.4245e-17i,2.0578e-15-4.3598e-17i
4.1843,-5.6577e-18+1.5326e-19i,-1.0963e-07-4.2731e-08i,1.3962e-16+7.4427e-21i,2.7547e-16+1.5198e-17i,2.0996e-15-5.202e-17i
4.2426,-5.4976e-18+1.5117e-19i,-1.0343e-07-4.1082e-08i,1.3962e-16+7.4158e-21i,2.7893e-16+1.6251e-17i,2.1458e-15-6.1947e-17i
4.3016,-5.3423e-18+1.4914e-19i,-9.7543e-08-3.9565e-08i,1.3962e-16+7.3764e-21i,2.8274e-16+1.7419e-17i,2.1969e-15-7.3725e-17i
4.3615,-5.1915e-18+1.4715e-19i,-9.1949e-08-3.8176e-08i,1.3962e-16+7.3233e-21i,2.8694e-16+1.8721e-17i,2.2536e-15-8.7801e-17i
4.4223,-5.0451e-18+1.4521e-19i,-8.6632e-08-3.691e-08i,1.3962e-16+7.2552e-21i,2.9161e-16+2.018e-17i,2.3166e-15-1.0475e-16i
4.4839,-4.903e-18+1.4333e-19i,-8.1573e-08-3.5762e-08i,1.3962e-16+7.1708e-21i,2.9679e-16+2.1821e-17i,2.3869e-15-1.2533e-16i
4.5463,-4.7651e-18+1.415e-19i,-7.6754e-08-3.473e-08i,1.3962e-16+7.0688e-21i,3.0257e-16+2.3678e-17i,2.4654e-15-1.5053e-16i
4.6096,-4.6311e-18+1.3973e-19i,-7.2156e-08-3.3812e-08i,1.3962e-16+6.948e-21i,3.0903e-16+2.5792e-17i,2.5534e-15-1.8168e-16i
4.6738,-4.5011e-18+1.3802e-19i,-6.7761e-08-3.3006e-08i,1.3962e-16+6.8077e-21i,3.163e-16+2.8213e-17i,2.652e-15-2.2056e-16i
4.7389,-4.3749e-18+1.3637e-19i,-6.3551e-08-3.2312e-08i,1.3962e-16+6.6476e-21i,3.2449e-16+3.1003e-17i,2.7627e-15-2.6957e-16i
4.8049,-4.2524e-18+1.348e-19i,-5.9505e-08-3.1729e-08i,1.3962e-16+6.4686e-21i,3.3379e-16+3.4242e-17i,2.8867e-15-3.3198e-16i
4.8718,-4.1335e-18+1.3331e-19i,-5.5602e-08-3.126e-08i,1.3962e-16+6.2732e-21i,3.4438e-16+3.803e-17i,3.0251e-15-4.1222e-16i
4.9396,-4.018e-18+1.3191e-19i,-5.182e-08-3.0906e-08i,1.3962e-16+6.0666e-21i,3.5652e-16+4.2492e-17i,3.1778e-15-5.1624e-16i
5.0084,-3.9059e-18+1.3061e-19i,-4.8132e-08-3.0671e-08i,1.3962e-16+5.8585e-21i,3.705e-16+4.7791e-17i,3.3434e-15-6.5185e-16i
5.0782,-3.7972e-18+1.2943e-19i,-4.4506e-08-3.0558e-08i,1.3962e-16+5.6656e-21i,3.8673e-16+5.413e-17i,3.5168e-15-8.2874e-16i
5.1489,-3.6916e-18+1.2838e-19i,-4.0909e-08-3.0569e-08i,1.3962e-16+5.5158e-21i,4.0568e-16+6.1763e-17i,3.687e-15-1.0576e-15i
5.2206,-3.5891e-18+1.2748e-19i,-3.7294e-08-3.0704e-08i,1.3962e-16+5.4549e-21i,4.2796e-16+7.1e-17i,3.8336e-15-1.3467e-15i
5.2933,-3.4896e-18+1.2675e-19i,-3.3611e-08-3.0959e-08i,1.3962e-16+5.555e-21i,4.5435e-16+8.2188e-17i,3.9245e-15-1.6947e-15i
5.367,-3.393e-18+1.262e-19i,-2.9795e-08-3.1318e-08i,1.3961e-16+5.9288e-21i,4.858e-16+9.566e-17i,3.9197e-15-2.0783e-15i
5.4417,-3.2992e-18+1.2585e-19i,-2.5772e-08-3.1748e-08i,1.3961e-16+6.744e-21i,5.2349e-16+1.1156e-16i,3.7876e-15-2.4419e-15i
5.5175,-3.2079e-18+1.2565e-19i,-2.1464e-08-3.2181e-08i,1.3961e-16+8.2347e-21i,5.6868e-16+1.2945e-16i,3.5322e-15-2.7053e-15i
5.5943,-3.119e-18+1.255e-19i,-1.6808e-08-3.2504e-08i,1.3961e-16+1.069e-20i,6.2245e-16+1.4742e-16i,3.2067e-15-2.7996e-15i
5.6722,-3.032e-18+1.2522e-19i,-1.1789e-08-3.2548e-08i,1.3961e-16+1.4381e-20i,6.8451e-16+1.6056e-16i,2.8872e-15-2.7066e-15i
5.7512,-2.9467e-18+1.2451e-19i,-6.4965e-09-3.2097e-08i,1.396e-16+1.9399e-20i,7.5031e-16+1.5946e-16i,2.6259e-15-2.4618e-15i
5.8313,-2.8628e-18+1.2306e-19i,-1.172e-09-3.0958e-08i,1.396e-16+2.5432e-20i,8.0609e-16+1.3228e-16i,2.4301e-15-2.1261e-15i
5.9125,-2.7805e-18+1.2069e-19i,3.8154e-09-2.906e-08i,1.3961e-16+3.1695e-20i,8.2801e-16+7.5931e-17i,2.2764e-15-1.7593e-15i
5.9948,-2.7001e-18+1.1753e-19i,8.0867e-09-2.6523e-08i,1.3961e-16+3.7206e-20i,7.9823e-16+8.2979e-18i,2.1372e-15-1.4077e-15i
6.0783,-2.622e-18+1.1394e-19i,1.1405e-08-2.3624e-08i,1.3961e-16+4.1277e-20i,7.2568e-16-4.4251e-17i,1.997e-15-1.1003e-15i
6.163,-2.5465e-18+1.103e-19i,1.374e-08-2.0669e-08i,1.3961e-16+4.3762e-20i,6.3682e-16-7.1322e-17i,1.8536e-15-8.4877e-16i
6.2488,-2.4736e-18+1.0689e-19i,1.5215e-08-1.7886e-08i,1.3962e-16+4.4928e-20i,5.5215e-16-7.879e-17i,1.7113e-15-6.5196e-16i
6.3358,-2.4033e-18+1.0382e-19i,1.6018e-08-1.5398e-08i,1.3962e-16+4.5183e-20i,4.7986e-16-7.5875e-17i,1.5754e-15-5.0201e-16i
6.424,-2.3354e-18+1.0111e-19i,1.633e-08-1.324e-08i,1.3962e-16+4.4895e-20i,4.2085e-16-6.8873e-17i,1.4497e-15-3.8921e-16i
6.5135,-2.2697e-18+9.87e-20i,1.6301e-08-1.1401e-08i,1.3963e-16+4.4326e-20i,3.7336e-16-6.0989e-17i,1.3359e-15-3.0463e-16i
6.6042,-2.206e-18+9.6551e-20i,1.6043e-08-9.8462e-09i,1.3963e-16+4.3645e-20i,3.3522e-16-5.3577e-17i,1.2342e-15-2.41e-16i
6.6962,-2.1443e-18+9.4607e-20i,1.5635e-08-8.5353e-09i,1.3963e-16+4.2952e-20i,3.0447e-16-4.709e-17i,1.1443e-15-1.9283e-16i
6.7894,-2.0844e-18+9.2825e-20i,1.5133e-08-7.4291e-09i,1.3963e-16+4.2299e-20i,2.7953e-16-4.1589e-17i,1.0651e-15-1.5605e-16i
6.884,-2.0262e-18+9.117e-20i,1.4574e-08-6.4931e-09i,1.3963e-16+4.1712e-20i,2.5919e-16-3.6986e-17i,9.9568e-16-1.2768e-16i
6.9798,-1.9697e-18+8.9617e-20i,1.3985e-08-5.698e-09i,1.3963e-16+4.1204e-20i,2.4249e-16-3.315e-17i,9.3491e-16-1.0559e-16i
